object	timestamp	instances	dimension0	dimension1	dimension2	dimension3	dimension4	pr
cSj	908	cSj2	2303	4375	5607	5075	3027	0.0714285714285714
cSj	908	cSj3	2285	4304	5528	4862	3086	0.107142857142857
cSj	908	cSj4	2386	4564	5389	4858	3033	0.107142857142857
cSj	908	cSj5	2263	4391	5496	4820	3204	0.0535714285714286
cSj	908	cSj6	2312	4441	5365	4901	3110	0.142857142857143
cSj	908	cSj7	2448	4381	5547	5045	3275	0.107142857142857
cSj	908	cSj8	2228	4488	5566	5032	3044	0.0892857142857143
cSj	908	cSj9	2167	4303	5596	4921	3294	0.0535714285714286
QAf	909	QAf0	2896	425	350	4126	2754	0.175
QAf	909	QAf1	2824	419	241	4000	2982	0.225
QAf	909	QAf2	2832	480	389	3868	2693	0.075
QAf	909	QAf3	2919	530	516	4072	2834	0.05
QAf	909	QAf4	2940	574	273	3875	2664	0.125
QAf	909	QAf5	2972	397	417	4057	2730	0.15
QAf	909	QAf6	2849	375	393	3952	2667	0.1
QAf	909	QAf7	3056	712	265	3903	2754	0.05
QAf	909	QAf8	3001	706	483	3858	2774	0.025
QAf	909	QAf9	2905	691	572	4110	2875	0.025
xON	910	xON0	5545	585	6117	6727	1047	0.163636363636364
xON	910	xON1	5742	612	6292	6878	1179	0.127272727272727
xON	910	xON2	5667	659	6026	6770	911	0.0181818181818182
xON	910	xON3	5514	772	6247	6699	1042	0.0181818181818182
xON	910	xON4	5541	692	6290	6623	1053	0.145454545454545
xON	910	xON5	5523	787	6225	6683	1009	0.145454545454545
xON	910	xON6	5513	607	6307	6841	1056	0.163636363636364
xON	910	xON7	5514	648	6245	6831	907	0.109090909090909
xON	910	xON8	5601	732	6030	6643	930	0.0545454545454545
xON	910	xON9	5494	753	5989	6620	891	0.0545454545454545
wPZ	911	wPZ0	3872	2459	4097	2571	918	0.162790697674419
wPZ	911	wPZ1	3917	2401	4233	2452	819	0.162790697674419
wPZ	911	wPZ2	3685	2363	4368	2411	919	0.116279069767442
wPZ	911	wPZ3	3753	2193	4383	2371	821	0.0465116279069767
wPZ	911	wPZ4	3867	2487	4169	2492	1028	0.0232558139534884
wPZ	911	wPZ5	3617	2483	4139	2432	1046	0.0465116279069767
wPZ	911	wPZ6	3884	2411	4233	2547	944	0.0232558139534884
wPZ	911	wPZ7	3689	2473	4162	2274	1021	0.162790697674419
wPZ	911	wPZ8	3651	2271	4337	2279	1069	0.116279069767442
wPZ	911	wPZ9	3824	2237	4120	2294	846	0.13953488372093
bVK	912	bVK0	1724	4176	270	6664	1070	0.0769230769230769
bVK	912	bVK1	2014	4142	39	6444	1144	0.173076923076923
bVK	912	bVK2	1698	4275	253	6399	957	0.0961538461538462
bVK	912	bVK3	1754	4102	176	6470	992	0.0769230769230769
bVK	912	bVK4	1866	4236	184	6725	1090	0.0769230769230769
bVK	912	bVK5	1894	4226	137	6688	1112	0.0576923076923077
bVK	912	bVK6	1752	4181	82	6409	833	0.0192307692307692
bVK	912	bVK7	1872	4244	235	6531	916	0.0769230769230769
bVK	912	bVK8	1986	4259	125	6511	906	0.173076923076923
bVK	912	bVK9	1832	4095	142	6543	1063	0.173076923076923
sHo	913	sHo0	5780	2726	5039	4099	6432	0.157894736842105
sHo	913	sHo1	5700	2824	4934	4127	6347	0.0789473684210526
sHo	913	sHo2	5603	2666	4906	4398	6153	0.0526315789473684
sHo	913	sHo3	5468	2607	5064	4357	6276	0.184210526315789
sHo	913	sHo4	5729	2728	4783	4321	6193	0.236842105263158
sHo	913	sHo5	5511	2829	4990	4102	6307	0.0526315789473684
sHo	913	sHo6	5774	2837	5034	4235	6296	0.0526315789473684
sHo	913	sHo7	5588	2620	4800	4395	6362	0.0526315789473684
sHo	913	sHo8	5788	2885	4771	4124	6298	0.0526315789473684
sHo	913	sHo9	5451	2863	4863	4126	6192	0.0789473684210526
pbw	914	pbw0	5005	5341	3187	6795	2714	0.0512820512820513
pbw	914	pbw1	4927	5336	2987	6784	2741	0.153846153846154
pbw	914	pbw2	4832	5140	2996	6640	2978	0.0769230769230769
pbw	914	pbw3	5021	5133	3126	6664	2788	0.0256410256410256
pbw	914	pbw4	5086	5022	3199	6548	2742	0.205128205128205
pbw	914	pbw5	4984	5333	3001	6604	2819	0.179487179487179
pbw	914	pbw6	5025	5196	3140	6764	2830	0.0256410256410256
pbw	914	pbw7	4837	5297	3061	6750	2927	0.0256410256410256
pbw	914	pbw8	4815	5070	2996	6782	2904	0.102564102564103
pbw	914	pbw9	4866	5230	3031	6658	2981	0.153846153846154
Rzr	915	Rzr0	3062	4474	4426	3659	941	0.087719298245614
Rzr	915	Rzr1	2894	4417	4380	3349	847	0.105263157894737
Rzr	915	Rzr2	3147	4504	4307	3625	826	0.0175438596491228
Rzr	915	Rzr3	2864	4430	4395	3384	771	0.12280701754386
Rzr	915	Rzr4	3122	4233	4206	3611	760	0.140350877192982
Rzr	915	Rzr5	2908	4368	4235	3634	806	0.087719298245614
Rzr	915	Rzr6	2843	4403	4196	3473	957	0.087719298245614
Rzr	915	Rzr7	3182	4342	4167	3672	805	0.105263157894737
Rzr	915	Rzr8	3105	4490	4486	3356	946	0.157894736842105
Rzr	915	Rzr9	3014	4175	4403	3470	792	0.087719298245614
iuZ	916	iuZ0	4202	1609	5506	924	6101	0.0588235294117647
iuZ	916	iuZ1	4224	1719	5339	701	6186	0.0980392156862745
iuZ	916	iuZ2	4305	1470	5557	966	6013	0.137254901960784
iuZ	916	iuZ3	4291	1451	5336	674	5915	0.0196078431372549
iuZ	916	iuZ4	4169	1514	5432	840	5973	0.0980392156862745
iuZ	916	iuZ5	4320	1523	5298	814	6036	0.137254901960784
iuZ	916	iuZ6	4243	1657	5596	957	6161	0.117647058823529
iuZ	916	iuZ7	4312	1411	5311	951	6042	0.0784313725490196
iuZ	916	iuZ8	4139	1500	5460	709	6116	0.156862745098039
iuZ	916	iuZ9	4178	1680	5459	814	6125	0.0980392156862745
YBm	917	YBm0	1408	1316	1709	6338	859	0.0833333333333333
YBm	917	YBm1	1484	1104	1974	6326	950	0.0625
YBm	917	YBm2	1503	1076	1984	6437	916	0.0416666666666667
YBm	917	YBm3	1575	1261	2050	6550	812	0.0416666666666667
YBm	917	YBm4	1423	1298	2013	6434	696	0.104166666666667
YBm	917	YBm5	1291	1231	1894	6518	991	0.145833333333333
YBm	917	YBm6	1418	1116	1999	6378	988	0.0625
YBm	917	YBm7	1545	1192	1952	6268	747	0.166666666666667
YBm	917	YBm8	1303	1204	1996	6318	910	0.145833333333333
YBm	917	YBm9	1442	1207	1779	6561	903	0.145833333333333
bJR	918	bJR0	2576	3604	2265	2708	4425	0.111111111111111
bJR	918	bJR1	2365	3441	2259	2621	4495	0.12962962962963
bJR	918	bJR2	2459	3655	2059	2608	4237	0.166666666666667
bJR	918	bJR3	2427	3551	2253	2536	4505	0.0740740740740741
bJR	918	bJR4	2354	3760	1948	2587	4436	0.037037037037037
bJR	918	bJR5	2321	3609	2129	2590	4522	0.0925925925925926
bJR	918	bJR6	2350	3532	1983	2608	4226	0.037037037037037
bJR	918	bJR7	2346	3628	2037	2644	4266	0.12962962962963
bJR	918	bJR8	2451	3705	2042	2605	4423	0.166666666666667
bJR	918	bJR9	2545	3697	1963	2694	4496	0.0555555555555556
zev	919	zev0	4362	1959	3379	5299	3435	0.0769230769230769
zev	919	zev1	4176	1809	3582	5383	3679	0.173076923076923
zev	919	zev2	4362	1784	3510	5474	3608	0.0961538461538462
zev	919	zev3	4381	1873	3495	5447	3438	0.0769230769230769
zev	919	zev4	4103	1919	3410	5256	3438	0.0384615384615385
zev	919	zev5	4204	1667	3496	5433	3706	0.0961538461538462
zev	919	zev6	4190	1750	3705	5421	3700	0.134615384615385
zev	919	zev7	4390	1977	3487	5472	3418	0.0961538461538462
zev	919	zev8	4378	1755	3704	5408	3477	0.0769230769230769
zev	919	zev9	4091	1766	3619	5470	3636	0.134615384615385
yts	920	yts0	3541	4297	2751	5834	5438	0.1
yts	920	yts1	3383	4242	2930	5814	5538	0.05
yts	920	yts2	3320	3981	2762	5837	5556	0.175
yts	920	yts3	3637	4131	2808	5744	5333	0.225
yts	920	yts4	3581	4024	3002	5718	5597	0.025
yts	920	yts5	3583	4248	2754	5769	5275	0.175
yts	920	yts6	3539	4195	2825	5938	5258	0.075
yts	920	yts7	3556	4189	2727	5720	5369	0.025
yts	920	yts8	3473	4061	2706	5653	5590	0.025
yts	920	yts9	3521	4294	2797	5660	5439	0.125
yHA	921	yHA0	636	2622	4138	2439	4390	0.163636363636364
yHA	921	yHA1	846	2694	4052	2701	4493	0.0909090909090909
yHA	921	yHA2	711	2813	4186	2445	4696	0.0181818181818182
yHA	921	yHA3	631	2713	4275	2703	4711	0.163636363636364
yHA	921	yHA4	779	2782	4285	2585	4591	0.127272727272727
yHA	921	yHA5	922	2856	4030	2612	4380	0.127272727272727
yHA	921	yHA6	804	2536	4249	2663	4386	0.0727272727272727
yHA	921	yHA7	679	2746	4043	2725	4689	0.0909090909090909
yHA	921	yHA8	760	2669	4078	2607	4494	0.0545454545454545
yHA	921	yHA9	894	2852	4176	2530	4526	0.0909090909090909
bim	922	bim0	5520	1841	1631	4910	784	0.0384615384615385
bim	922	bim1	5455	1716	1665	4688	511	0.0769230769230769
bim	922	bim2	5550	2025	1640	4859	507	0.115384615384615
bim	922	bim3	5445	2007	1559	4729	665	0.153846153846154
bim	922	bim4	5520	1919	1754	4840	725	0.0961538461538462
bim	922	bim5	5337	2022	1789	4751	735	0.0384615384615385
bim	922	bim6	5306	1907	1540	4762	682	0.134615384615385
bim	922	bim7	5278	1695	1763	4919	746	0.0961538461538462
bim	922	bim8	5295	1942	1598	4858	684	0.0961538461538462
bim	922	bim9	5338	1754	1755	4748	562	0.153846153846154
uwx	923	uwx0	313	1492	4601	1463	6683	0.0975609756097561
uwx	923	uwx1	454	1319	4679	1369	6856	0.024390243902439
uwx	923	uwx2	471	1324	4625	1515	6539	0.121951219512195
uwx	923	uwx3	593	1378	4830	1340	6537	0.219512195121951
uwx	923	uwx4	474	1484	4623	1596	6556	0.024390243902439
uwx	923	uwx5	357	1662	4748	1313	6737	0.170731707317073
uwx	923	uwx6	433	1496	4945	1596	6603	0.146341463414634
uwx	923	uwx7	555	1627	4749	1469	6737	0.024390243902439
uwx	923	uwx8	390	1614	4709	1292	6688	0.0731707317073171
uwx	923	uwx9	523	1500	4752	1381	6684	0.0975609756097561
tcb	924	tcb0	3194	305	531	1208	3243	0.0975609756097561
tcb	924	tcb1	3356	549	328	1178	3197	0.146341463414634
tcb	924	tcb2	3243	547	462	1213	3269	0.0975609756097561
tcb	924	tcb3	3370	618	613	1445	3209	0.024390243902439
tcb	924	tcb4	3318	424	541	1506	3158	0.121951219512195
tcb	924	tcb5	3139	557	518	1391	3234	0.0487804878048781
tcb	924	tcb6	3258	533	390	1505	3062	0.121951219512195
tcb	924	tcb7	3262	337	413	1497	3215	0.146341463414634
tcb	924	tcb8	3362	459	408	1395	3071	0.0487804878048781
tcb	924	tcb9	3287	637	425	1333	3369	0.146341463414634
cCM	925	cCM0	402	4798	2559	3863	637	0.119402985074627
cCM	925	cCM1	592	4625	2720	3894	842	0.119402985074627
cCM	925	cCM2	617	4618	2486	3932	778	0.0447761194029851
cCM	925	cCM3	668	4704	2536	4081	562	0.104477611940299
cCM	925	cCM4	390	4646	2503	4070	682	0.119402985074627
cCM	925	cCM5	513	4830	2712	4171	744	0.0746268656716418
cCM	925	cCM6	458	4628	2520	3981	616	0.134328358208955
cCM	925	cCM7	433	4605	2393	4177	849	0.134328358208955
cCM	925	cCM8	588	4900	2426	4160	858	0.0746268656716418
cCM	925	cCM9	466	4813	2653	4136	701	0.0746268656716418
kNk	926	kNk0	3427	5164	4807	6300	6800	0.19047619047619
kNk	926	kNk1	3406	4942	4716	6284	6781	0.0238095238095238
kNk	926	kNk2	3299	5152	5023	6166	6689	0.0714285714285714
kNk	926	kNk3	3610	4885	4844	6439	6713	0.19047619047619
kNk	926	kNk4	3357	4855	4761	6273	6603	0.142857142857143
kNk	926	kNk5	3585	5042	4996	6338	6675	0.166666666666667
kNk	926	kNk6	3367	5086	4952	6398	6692	0.0238095238095238
kNk	926	kNk7	3486	4972	4960	6460	6598	0.0476190476190476
kNk	926	kNk8	3494	4839	4982	6189	6744	0.0238095238095238
kNk	926	kNk9	3590	4887	4717	6340	6751	0.119047619047619
SQq	927	SQq0	3468	2180	1288	1152	4844	0.142857142857143
SQq	927	SQq1	3483	2060	1237	1339	4882	0.0535714285714286
SQq	927	SQq2	3278	2240	1339	1073	4590	0.125
SQq	927	SQq3	3172	2316	1471	1097	4931	0.160714285714286
SQq	927	SQq4	3199	2277	1328	1141	4605	0.0535714285714286
SQq	927	SQq5	3314	2044	1350	1250	4836	0.160714285714286
SQq	927	SQq6	3260	2235	1502	1119	4847	0.125
SQq	927	SQq7	3192	2338	1448	1015	4764	0.0892857142857143
SQq	927	SQq8	3381	2029	1419	1006	4933	0.0714285714285714
SQq	927	SQq9	3239	2068	1226	1142	4601	0.0178571428571429
dUt	928	dUt0	4074	4412	4593	1401	3557	0.130434782608696
dUt	928	dUt1	3876	4397	4583	1267	3432	0.0217391304347826
dUt	928	dUt2	4042	4473	4892	1153	3523	0.0217391304347826
dUt	928	dUt3	3801	4701	4852	1399	3553	0.195652173913043
dUt	928	dUt4	3984	4415	4574	1260	3548	0.0869565217391304
dUt	928	dUt5	4002	4396	4777	1275	3446	0.0652173913043478
dUt	928	dUt6	3867	4577	4582	1358	3458	0.173913043478261
dUt	928	dUt7	4094	4568	4765	1134	3562	0.130434782608696
dUt	928	dUt8	3948	4406	4767	1290	3481	0.108695652173913
dUt	928	dUt9	3773	4697	4739	1387	3327	0.0652173913043478
iss	929	iss0	956	2180	1504	1579	4125	0.166666666666667
iss	929	iss1	781	2174	1567	1494	4417	0.166666666666667
iss	929	iss2	951	2251	1576	1600	4236	0.0208333333333333
iss	929	iss3	985	2124	1624	1551	4428	0.125
iss	929	iss4	935	2281	1695	1493	4466	0.0208333333333333
iss	929	iss5	869	2003	1558	1527	4263	0.0208333333333333
iss	929	iss6	803	2257	1624	1625	4145	0.0833333333333333
iss	929	iss7	881	2077	1432	1616	4174	0.0833333333333333
iss	929	iss8	778	2076	1586	1594	4245	0.125
iss	929	iss9	789	2237	1613	1401	4178	0.1875
gfd	930	gfd0	4096	5836	1174	4841	4891	0.157894736842105
gfd	930	gfd1	4040	5787	1178	4584	4762	0.140350877192982
gfd	930	gfd2	4067	5909	1222	4639	4863	0.12280701754386
gfd	930	gfd3	4079	5907	1157	4672	5036	0.140350877192982
gfd	930	gfd4	3902	5937	1224	4684	4819	0.12280701754386
gfd	930	gfd5	3827	5703	1194	4720	4790	0.087719298245614
gfd	930	gfd6	3983	5702	1094	4873	4856	0.0175438596491228
gfd	930	gfd7	4052	5774	1323	4571	4944	0.0350877192982456
gfd	930	gfd8	4025	5829	1278	4802	5064	0.157894736842105
gfd	930	gfd9	4110	5888	1354	4729	4821	0.0175438596491228
vdp	931	vdp0	4300	4597	4064	3676	6127	0.0615384615384615
vdp	931	vdp1	4149	4716	3789	3863	6018	0.0153846153846154
vdp	931	vdp2	4197	4582	3830	3905	5948	0.138461538461538
vdp	931	vdp3	4158	4757	3851	3716	6050	0.138461538461538
vdp	931	vdp4	4163	4677	3870	3671	6102	0.0923076923076923
vdp	931	vdp5	4074	4670	3957	3854	5916	0.0615384615384615
vdp	931	vdp6	4165	4533	3775	3941	6162	0.0923076923076923
vdp	931	vdp7	4332	4425	3869	3624	6052	0.138461538461538
vdp	931	vdp8	4264	4761	3831	3785	5927	0.123076923076923
vdp	931	vdp9	4395	4548	3769	3823	6090	0.138461538461538
iTM	932	iTM0	817	756	2697	1813	573	0.107142857142857
iTM	932	iTM1	988	776	2656	2022	302	0.160714285714286
iTM	932	iTM2	908	899	2710	2070	322	0.0357142857142857
iTM	932	iTM3	832	983	2512	1749	426	0.125
iTM	932	iTM4	966	880	2591	2008	425	0.107142857142857
iTM	932	iTM5	999	779	2685	1948	436	0.125
iTM	932	iTM6	690	863	2517	1740	361	0.107142857142857
iTM	932	iTM7	784	673	2537	1880	330	0.0535714285714286
iTM	932	iTM8	748	825	2600	1964	594	0.0714285714285714
iTM	932	iTM9	1009	979	2583	1836	342	0.107142857142857
HBR	933	HBR0	6833	702	4343	4392	5281	0.0298507462686567
HBR	933	HBR1	6623	684	4177	4388	5276	0.104477611940299
HBR	933	HBR2	6711	564	4093	4259	5119	0.134328358208955
HBR	933	HBR3	6655	572	4157	4242	5248	0.119402985074627
HBR	933	HBR4	6715	676	4147	4273	5149	0.119402985074627
HBR	933	HBR5	6763	715	4280	4488	5194	0.119402985074627
HBR	933	HBR6	6840	685	4171	4348	5141	0.0746268656716418
HBR	933	HBR7	6825	687	4192	4308	5201	0.119402985074627
HBR	933	HBR8	6855	718	4186	4483	5101	0.119402985074627
HBR	933	HBR9	6864	724	4240	4310	5005	0.0597014925373134
xrU	934	xrU0	955	777	4944	3944	5262	0.0638297872340425
xrU	934	xrU1	1054	805	5054	3759	5393	0.0851063829787234
xrU	934	xrU2	946	497	5038	3715	5354	0.0425531914893617
xrU	934	xrU3	961	802	5050	3823	5151	0.106382978723404
xrU	934	xrU4	737	664	5019	3733	5100	0.0425531914893617
xrU	934	xrU5	1045	494	4731	3778	5357	0.0851063829787234
xrU	934	xrU6	827	516	5031	3907	5327	0.148936170212766
xrU	934	xrU7	788	558	5050	3942	5361	0.148936170212766
xrU	934	xrU8	824	619	5008	3844	5229	0.0851063829787234
xrU	934	xrU9	792	737	4901	3853	5164	0.191489361702128
GEL	935	GEL0	4078	3583	1232	1396	3322	0.127272727272727
GEL	935	GEL1	4190	3647	1485	1463	3365	0.0363636363636364
GEL	935	GEL2	4170	3487	1423	1517	3124	0.0181818181818182
GEL	935	GEL3	4113	3513	1563	1557	3104	0.0727272727272727
GEL	935	GEL4	4087	3502	1529	1422	3175	0.127272727272727
GEL	935	GEL5	4203	3571	1524	1472	3428	0.109090909090909
GEL	935	GEL6	4201	3447	1437	1379	3087	0.145454545454545
GEL	935	GEL7	4162	3476	1567	1536	3234	0.163636363636364
GEL	935	GEL8	3898	3567	1472	1571	3409	0.109090909090909
GEL	935	GEL9	4022	3548	1386	1527	3374	0.0909090909090909
Sde	936	Sde0	5842	5486	3942	3195	3239	0.129032258064516
Sde	936	Sde1	6087	5369	4025	3126	3279	0.0645161290322581
Sde	936	Sde2	6033	5504	4180	3166	3365	0.0967741935483871
Sde	936	Sde3	5964	5420	4004	3204	3259	0.129032258064516
Sde	936	Sde4	5961	5375	3963	3078	3459	0.129032258064516
Sde	936	Sde5	6066	5392	3852	3170	3448	0.112903225806452
Sde	936	Sde6	5786	5589	4151	3388	3257	0.0806451612903226
Sde	936	Sde7	5838	5315	3899	3197	3237	0.129032258064516
Sde	936	Sde8	5967	5594	3975	3227	3197	0.0645161290322581
Sde	936	Sde9	5790	5481	4004	3345	3430	0.0645161290322581
aRH	937	aRH0	1179	6751	4860	20	773	0.216216216216216
aRH	937	aRH1	1295	6820	5089	298	687	0.027027027027027
aRH	937	aRH2	1321	6687	5077	69	897	0.0540540540540541
aRH	937	aRH3	1183	6827	5034	233	718	0.0540540540540541
aRH	937	aRH4	1149	6574	5088	196	738	0.162162162162162
aRH	937	aRH5	1252	6709	5026	331	798	0.0810810810810811
aRH	937	aRH6	1113	6697	4976	129	882	0.189189189189189
aRH	937	aRH7	1140	6655	4891	311	903	0.0540540540540541
aRH	937	aRH8	1119	6620	4918	70	1010	0.0540540540540541
aRH	937	aRH9	1390	6859	4791	200	740	0.108108108108108
TPD	938	TPD0	6490	2007	5847	3395	4027	0.157894736842105
TPD	938	TPD1	6333	2007	5916	3341	4233	0.0350877192982456
TPD	938	TPD2	6432	1872	5828	3148	4289	0.12280701754386
TPD	938	TPD3	6661	1940	5795	3332	4172	0.105263157894737
TPD	938	TPD4	6459	1817	5897	3252	4050	0.140350877192982
TPD	938	TPD5	6499	2015	5768	3412	4105	0.140350877192982
TPD	938	TPD6	6567	1668	5817	3247	4053	0.0350877192982456
TPD	938	TPD7	6394	1974	5834	3126	4327	0.0175438596491228
TPD	938	TPD8	6658	1842	5689	3126	4222	0.157894736842105
TPD	938	TPD9	6398	1910	6012	3164	4210	0.087719298245614
JvL	939	JvL0	6237	2015	1299	365	487	0.05
JvL	939	JvL1	6206	2295	1321	467	512	0.025
JvL	939	JvL2	6344	2267	1196	301	333	0.1
JvL	939	JvL3	6065	2263	1465	393	279	0.025
JvL	939	JvL4	6056	2288	1467	513	405	0.175
JvL	939	JvL5	6336	2073	1424	477	267	0.125
JvL	939	JvL6	6135	1998	1416	591	426	0.025
JvL	939	JvL7	6200	2281	1400	416	415	0.175
JvL	939	JvL8	6160	2216	1449	345	524	0.2
JvL	939	JvL9	6290	2334	1395	433	343	0.1
Faq	940	Faq0	4132	5628	1012	755	3642	0.157894736842105
Faq	940	Faq1	4118	5685	987	828	3654	0.12280701754386
Faq	940	Faq2	4113	5846	1177	698	3448	0.0526315789473684
Faq	940	Faq3	3833	5818	1028	908	3695	0.105263157894737
Faq	940	Faq4	4139	5610	1030	930	3539	0.12280701754386
Faq	940	Faq5	3944	5598	1257	740	3592	0.157894736842105
Faq	940	Faq6	3840	5748	1264	661	3574	0.0526315789473684
Faq	940	Faq7	3872	5878	998	632	3369	0.0350877192982456
Faq	940	Faq8	4032	5756	1197	902	3686	0.12280701754386
Faq	940	Faq9	3851	5750	950	814	3505	0.0701754385964912
qfS	941	qfS0	5264	1730	6551	3767	4217	0.0895522388059701
qfS	941	qfS1	5350	1807	6495	3849	4272	0.104477611940299
qfS	941	qfS2	5376	1968	6380	3814	4262	0.134328358208955
qfS	941	qfS3	5524	1852	6410	3956	4114	0.0447761194029851
qfS	941	qfS4	5541	1748	6549	3792	4137	0.119402985074627
qfS	941	qfS5	5338	1729	6611	3970	4292	0.0746268656716418
qfS	941	qfS6	5460	1744	6338	3835	4092	0.104477611940299
qfS	941	qfS7	5339	1761	6470	3889	4221	0.0746268656716418
qfS	941	qfS8	5330	1782	6523	3825	4094	0.119402985074627
qfS	941	qfS9	5467	1895	6388	4001	3966	0.134328358208955
SBK	942	SBK0	1994	2232	4983	5102	6477	0.125
SBK	942	SBK1	1855	2228	5177	4956	6441	0.160714285714286
SBK	942	SBK2	2091	2261	5292	5192	6397	0.0892857142857143
SBK	942	SBK3	2012	2220	5295	5203	6392	0.0714285714285714
SBK	942	SBK4	1947	2296	5261	5128	6176	0.107142857142857
SBK	942	SBK5	1971	2272	5166	4903	6180	0.0892857142857143
SBK	942	SBK6	1833	2324	5260	4954	6244	0.0535714285714286
SBK	942	SBK7	1923	2106	5098	4953	6448	0.0892857142857143
SBK	942	SBK8	1797	2128	5046	5042	6419	0.125
SBK	942	SBK9	2034	2119	5176	5201	6425	0.0892857142857143
gTp	943	gTp0	4943	6280	6302	4734	4205	0.111111111111111
gTp	943	gTp1	5064	6193	6431	4612	4508	0.155555555555556
gTp	943	gTp2	4962	6225	6276	4708	4277	0.177777777777778
gTp	943	gTp3	4992	6430	6256	4777	4449	0.0666666666666667
gTp	943	gTp4	5020	6355	6212	4772	4458	0.133333333333333
gTp	943	gTp5	4989	6488	6515	4520	4446	0.0888888888888889
gTp	943	gTp6	5126	6435	6442	4829	4389	0.0888888888888889
gTp	943	gTp7	4993	6289	6445	4744	4293	0.0222222222222222
gTp	943	gTp8	4959	6196	6383	4617	4238	0.111111111111111
gTp	943	gTp9	4916	6235	6378	4567	4408	0.0444444444444444
ypG	944	ypG0	810	4199	3314	1774	212	0.0192307692307692
ypG	944	ypG1	665	4320	3300	1856	263	0.153846153846154
ypG	944	ypG2	717	4250	3439	1859	191	0.0576923076923077
ypG	944	ypG3	808	4184	3514	1895	356	0.0961538461538462
ypG	944	ypG4	811	4216	3593	1903	83	0.153846153846154
ypG	944	ypG5	728	4222	3471	1951	140	0.115384615384615
ypG	944	ypG6	721	4424	3623	1794	188	0.134615384615385
ypG	944	ypG7	715	4468	3412	1850	225	0.0384615384615385
ypG	944	ypG8	737	4423	3514	1923	167	0.115384615384615
ypG	944	ypG9	646	4272	3471	1676	316	0.115384615384615
zyk	945	zyk0	829	5408	2363	6610	1849	0.0476190476190476
zyk	945	zyk1	622	5107	2293	6266	1916	0.142857142857143
zyk	945	zyk2	790	5175	2342	6391	1815	0.0714285714285714
zyk	945	zyk3	614	5292	2125	6471	1858	0.0714285714285714
zyk	945	zyk4	792	5189	2326	6272	2016	0.0714285714285714
zyk	945	zyk5	630	5317	2341	6349	2031	0.214285714285714
zyk	945	zyk6	721	5099	2245	6351	1849	0.0476190476190476
zyk	945	zyk7	824	5186	2451	6422	1778	0.214285714285714
zyk	945	zyk8	574	5127	2192	6549	1948	0.0238095238095238
zyk	945	zyk9	755	5276	2311	6589	1799	0.0952380952380952
akk	946	akk0	5861	5066	5783	2957	934	0.102040816326531
akk	946	akk1	5805	5302	5588	3030	914	0.122448979591837
akk	946	akk2	5782	5342	5597	3006	790	0.0612244897959184
akk	946	akk3	5855	5365	5683	3009	1014	0.142857142857143
akk	946	akk4	5987	5271	5776	3002	926	0.0612244897959184
akk	946	akk5	5900	5338	5864	2752	1078	0.183673469387755
akk	946	akk6	6035	5355	5615	2915	971	0.122448979591837
akk	946	akk7	5798	5385	5621	2809	929	0.0816326530612245
akk	946	akk8	6039	5266	5745	2823	814	0.0612244897959184
akk	946	akk9	5809	5272	5803	2800	1082	0.0612244897959184
zYF	947	zYF0	4727	1580	4864	3940	572	0.102040816326531
zYF	947	zYF1	5059	1480	4646	4019	680	0.142857142857143
zYF	947	zYF2	4851	1737	4655	4131	512	0.102040816326531
zYF	947	zYF3	5051	1572	4862	4058	501	0.163265306122449
zYF	947	zYF4	5054	1690	4622	3914	506	0.0204081632653061
zYF	947	zYF5	4785	1783	4799	4116	675	0.0408163265306122
zYF	947	zYF6	5060	1615	4609	4092	539	0.0816326530612245
zYF	947	zYF7	4934	1549	4718	4207	730	0.163265306122449
zYF	947	zYF8	4859	1657	4634	4018	738	0.0204081632653061
zYF	947	zYF9	4841	1525	4670	4241	809	0.163265306122449
UZM	948	UZM0	3666	6524	5512	4146	4065	0.027027027027027
UZM	948	UZM1	3731	6419	5364	4096	3913	0.108108108108108
UZM	948	UZM2	3754	6282	5420	4049	4045	0.0810810810810811
UZM	948	UZM3	3562	6453	5241	4003	3942	0.189189189189189
UZM	948	UZM4	3781	6395	5363	3924	4092	0.0540540540540541
UZM	948	UZM5	3733	6596	5191	3931	4069	0.027027027027027
UZM	948	UZM6	3781	6481	5376	4069	3985	0.027027027027027
UZM	948	UZM7	3586	6415	5388	3994	4127	0.135135135135135
UZM	948	UZM8	3770	6558	5371	3959	3941	0.135135135135135
UZM	948	UZM9	3871	6390	5491	4107	4043	0.216216216216216
BmS	949	BmS0	4484	764	2993	1025	6669	0.153846153846154
BmS	949	BmS1	4546	839	2951	833	6776	0.0192307692307692
BmS	949	BmS2	4595	610	3033	863	6682	0.0384615384615385
BmS	949	BmS3	4561	517	2775	911	6791	0.153846153846154
BmS	949	BmS4	4461	528	2904	982	6582	0.173076923076923
